"base_gene_src","base_id_src","base_gene_dest","base_id_dest"
"1026","ENTREZID","5292","ENTREZID"
"1026","ENTREZID","6502","ENTREZID"
"1026","ENTREZID","6774","ENTREZID"
"1026","ENTREZID","7083","ENTREZID"
"1026","ENTREZID","7157","ENTREZID"
"1027","ENTREZID","2885","ENTREZID"
"1027","ENTREZID","6502","ENTREZID"
"1027","ENTREZID","7186","ENTREZID"
"1027","ENTREZID","10971","ENTREZID"
"1029","ENTREZID","4193","ENTREZID"
"1029","ENTREZID","9063","ENTREZID"
"1029","ENTREZID","7157","ENTREZID"
"1036","ENTREZID","7428","ENTREZID"
"8837","ENTREZID","83737","ENTREZID"
"8837","ENTREZID","9020","ENTREZID"
"8837","ENTREZID","10392","ENTREZID"
"8837","ENTREZID","5894","ENTREZID"
"8837","ENTREZID","8737","ENTREZID"
"8837","ENTREZID","7157","ENTREZID"
"8837","ENTREZID","7185","ENTREZID"
"8837","ENTREZID","7186","ENTREZID"
"8837","ENTREZID","7187","ENTREZID"
"57680","ENTREZID","1385","ENTREZID"
"57680","ENTREZID","7157","ENTREZID"
"1111","ENTREZID","1457","ENTREZID"
"1111","ENTREZID","1786","ENTREZID"
"1111","ENTREZID","2810","ENTREZID"
"1111","ENTREZID","7157","ENTREZID"
"1131","ENTREZID","1452","ENTREZID"
"1147","ENTREZID","8454","ENTREZID"
"1147","ENTREZID","1843","ENTREZID"
"1147","ENTREZID","3551","ENTREZID"
"1147","ENTREZID","3667","ENTREZID"
"1147","ENTREZID","4296","ENTREZID"
"1147","ENTREZID","9020","ENTREZID"
"1147","ENTREZID","9612","ENTREZID"
"1147","ENTREZID","4790","ENTREZID"
"1147","ENTREZID","4791","ENTREZID"
"1147","ENTREZID","4792","ENTREZID"
"1147","ENTREZID","4793","ENTREZID"
"1147","ENTREZID","5495","ENTREZID"
"1147","ENTREZID","5578","ENTREZID"
"1147","ENTREZID","5580","ENTREZID"
"1147","ENTREZID","5584","ENTREZID"
"1147","ENTREZID","5970","ENTREZID"
"1147","ENTREZID","10010","ENTREZID"
"1147","ENTREZID","7161","ENTREZID"
"1147","ENTREZID","7186","ENTREZID"
"1154","ENTREZID","2057","ENTREZID"
"1154","ENTREZID","2690","ENTREZID"
"1154","ENTREZID","4615","ENTREZID"
"1277","ENTREZID","3673","ENTREZID"
"1277","ENTREZID","4313","ENTREZID"
"1277","ENTREZID","7057","ENTREZID"
"1277","ENTREZID","7450","ENTREZID"
"1280","ENTREZID","3674","ENTREZID"
"1280","ENTREZID","7040","ENTREZID"
"1280","ENTREZID","7057","ENTREZID"
"1282","ENTREZID","7057","ENTREZID"
"1291","ENTREZID","1634","ENTREZID"
"1385","ENTREZID","1387","ENTREZID"
"1385","ENTREZID","2736","ENTREZID"
"1385","ENTREZID","3066","ENTREZID"
"1385","ENTREZID","4609","ENTREZID"
"1385","ENTREZID","8554","ENTREZID"
"1385","ENTREZID","5499","ENTREZID"
"1385","ENTREZID","5566","ENTREZID"
"1385","ENTREZID","8986","ENTREZID"
"1385","ENTREZID","9252","ENTREZID"
"1385","ENTREZID","7157","ENTREZID"
"10488","ENTREZID","8841","ENTREZID"
"9586","ENTREZID","3725","ENTREZID"
"1387","ENTREZID","1445","ENTREZID"
"1387","ENTREZID","1457","ENTREZID"
"1387","ENTREZID","1459","ENTREZID"
"1387","ENTREZID","1487","ENTREZID"
"1387","ENTREZID","1958","ENTREZID"
"1387","ENTREZID","2100","ENTREZID"
"1387","ENTREZID","2113","ENTREZID"
"1387","ENTREZID","2114","ENTREZID"
"1387","ENTREZID","2260","ENTREZID"
"1387","ENTREZID","2353","ENTREZID"
"1387","ENTREZID","8061","ENTREZID"
"1387","ENTREZID","2308","ENTREZID"
"1387","ENTREZID","2309","ENTREZID"
"1387","ENTREZID","2737","ENTREZID"
"1387","ENTREZID","3066","ENTREZID"
"1387","ENTREZID","8841","ENTREZID"
"1387","ENTREZID","3091","ENTREZID"
"1387","ENTREZID","3659","ENTREZID"
"1387","ENTREZID","3661","ENTREZID"
"1387","ENTREZID","3663","ENTREZID"
"1387","ENTREZID","3725","ENTREZID"
"1387","ENTREZID","9794","ENTREZID"
"1387","ENTREZID","5602","ENTREZID"
"1387","ENTREZID","4609","ENTREZID"
"1387","ENTREZID","8648","ENTREZID"
"1387","ENTREZID","10499","ENTREZID"
"1387","ENTREZID","9611","ENTREZID"
"1387","ENTREZID","9612","ENTREZID"
"1387","ENTREZID","4776","ENTREZID"
"1387","ENTREZID","51701","ENTREZID"
"1387","ENTREZID","10401","ENTREZID"
"1387","ENTREZID","5430","ENTREZID"
"1387","ENTREZID","5468","ENTREZID"
"1387","ENTREZID","10891","ENTREZID"
"1387","ENTREZID","5966","ENTREZID"
"1387","ENTREZID","5970","ENTREZID"
"1387","ENTREZID","8607","ENTREZID"
"1387","ENTREZID","4086","ENTREZID"
"1387","ENTREZID","4087","ENTREZID"
"1387","ENTREZID","4088","ENTREZID"
"1387","ENTREZID","6667","ENTREZID"
"1387","ENTREZID","6720","ENTREZID"
"1387","ENTREZID","6722","ENTREZID"
"1387","ENTREZID","6772","ENTREZID"
"1387","ENTREZID","6773","ENTREZID"
"1387","ENTREZID","6774","ENTREZID"
"1387","ENTREZID","6778","ENTREZID"
"1387","ENTREZID","7157","ENTREZID"
"1398","ENTREZID","1956","ENTREZID"
"1398","ENTREZID","2066","ENTREZID"
"1398","ENTREZID","10818","ENTREZID"
"1398","ENTREZID","2885","ENTREZID"
"1398","ENTREZID","11184","ENTREZID"
"1398","ENTREZID","5599","ENTREZID"
"1398","ENTREZID","4690","ENTREZID"
"1398","ENTREZID","5156","ENTREZID"
"1398","ENTREZID","5159","ENTREZID"
"1398","ENTREZID","5747","ENTREZID"
"1398","ENTREZID","5770","ENTREZID"
"1398","ENTREZID","8651","ENTREZID"
"1398","ENTREZID","6654","ENTREZID"
"1398","ENTREZID","7535","ENTREZID"
"1399","ENTREZID","1794","ENTREZID"
"1399","ENTREZID","2057","ENTREZID"
"1399","ENTREZID","2549","ENTREZID"
"1399","ENTREZID","9846","ENTREZID"
"1399","ENTREZID","2885","ENTREZID"
"1399","ENTREZID","3815","ENTREZID"
"1399","ENTREZID","11184","ENTREZID"
"1399","ENTREZID","5156","ENTREZID"
"1399","ENTREZID","5295","ENTREZID"
"1399","ENTREZID","5296","ENTREZID"
"1399","ENTREZID","5781","ENTREZID"
"1399","ENTREZID","6776","ENTREZID"
"1399","ENTREZID","6850","ENTREZID"
"1399","ENTREZID","7297","ENTREZID"
"1436","ENTREZID","2885","ENTREZID"
"1436","ENTREZID","4067","ENTREZID"
"1436","ENTREZID","5295","ENTREZID"
"1436","ENTREZID","8651","ENTREZID"
"1436","ENTREZID","9021","ENTREZID"
"1441","ENTREZID","2885","ENTREZID"
"1441","ENTREZID","3716","ENTREZID"
"1441","ENTREZID","4067","ENTREZID"
"1441","ENTREZID","5781","ENTREZID"
"1441","ENTREZID","6850","ENTREZID"
"1443","ENTREZID","5430","ENTREZID"
"1445","ENTREZID","1956","ENTREZID"
"1445","ENTREZID","2065","ENTREZID"
"1445","ENTREZID","3480","ENTREZID"
"1445","ENTREZID","3643","ENTREZID"
"1445","ENTREZID","3725","ENTREZID"
"1445","ENTREZID","5747","ENTREZID"
"1445","ENTREZID","5921","ENTREZID"
"1447","ENTREZID","2885","ENTREZID"
"1447","ENTREZID","54472","ENTREZID"
"1452","ENTREZID","5515","ENTREZID"
"1452","ENTREZID","7133","ENTREZID"
"1453","ENTREZID","1857","ENTREZID"
"1455","ENTREZID","4088","ENTREZID"
"1457","ENTREZID","1649","ENTREZID"
"1457","ENTREZID","1856","ENTREZID"
"1457","ENTREZID","1857","ENTREZID"
"1457","ENTREZID","2246","ENTREZID"
"1457","ENTREZID","2247","ENTREZID"
"1457","ENTREZID","2353","ENTREZID"
"1457","ENTREZID","3066","ENTREZID"
"1457","ENTREZID","8841","ENTREZID"
"1457","ENTREZID","3320","ENTREZID"
"1457","ENTREZID","7184","ENTREZID"
"1457","ENTREZID","3725","ENTREZID"
"1457","ENTREZID","5048","ENTREZID"
"1457","ENTREZID","5300","ENTREZID"
"1457","ENTREZID","5473","ENTREZID"
"1457","ENTREZID","5728","ENTREZID"
"1457","ENTREZID","5970","ENTREZID"
"1457","ENTREZID","6198","ENTREZID"
"1457","ENTREZID","2810","ENTREZID"
"1457","ENTREZID","25942","ENTREZID"
"1459","ENTREZID","2246","ENTREZID"
"1459","ENTREZID","2247","ENTREZID"
"1459","ENTREZID","2353","ENTREZID"
"1459","ENTREZID","3320","ENTREZID"
"1459","ENTREZID","7184","ENTREZID"
"1459","ENTREZID","3725","ENTREZID"
"1459","ENTREZID","5300","ENTREZID"
"1459","ENTREZID","5728","ENTREZID"
"1459","ENTREZID","5970","ENTREZID"
"1487","ENTREZID","3066","ENTREZID"
"1487","ENTREZID","8841","ENTREZID"
"1487","ENTREZID","3081","ENTREZID"
"1487","ENTREZID","3291","ENTREZID"
"1487","ENTREZID","4193","ENTREZID"
"1487","ENTREZID","5347","ENTREZID"
"1487","ENTREZID","4091","ENTREZID"
"1487","ENTREZID","6667","ENTREZID"
"1487","ENTREZID","7157","ENTREZID"
"1493","ENTREZID","3717","ENTREZID"
"1493","ENTREZID","4067","ENTREZID"
"1493","ENTREZID","5525","ENTREZID"
"1495","ENTREZID","1500","ENTREZID"
"1495","ENTREZID","1739","ENTREZID"
"1495","ENTREZID","5663","ENTREZID"
"1500","ENTREZID","1956","ENTREZID"
"1500","ENTREZID","5663","ENTREZID"
"1500","ENTREZID","5777","ENTREZID"
"8454","ENTREZID","23291","ENTREZID"
"8454","ENTREZID","4609","ENTREZID"
"8454","ENTREZID","4792","ENTREZID"
"8454","ENTREZID","51701","ENTREZID"
"8454","ENTREZID","5743","ENTREZID"
"8454","ENTREZID","5880","ENTREZID"
"8454","ENTREZID","11186","ENTREZID"
"8454","ENTREZID","5934","ENTREZID"
"8454","ENTREZID","56475","ENTREZID"
"8454","ENTREZID","6502","ENTREZID"
"8454","ENTREZID","4088","ENTREZID"
"8454","ENTREZID","29110","ENTREZID"
"8454","ENTREZID","7161","ENTREZID"
"8452","ENTREZID","23710","ENTREZID"
"8452","ENTREZID","11345","ENTREZID"
"8452","ENTREZID","8405","ENTREZID"
"6387","ENTREZID","2335","ENTREZID"
"6387","ENTREZID","5196","ENTREZID"
"6374","ENTREZID","4318","ENTREZID"
"6372","ENTREZID","4318","ENTREZID"
"7852","ENTREZID","83737","ENTREZID"
"7852","ENTREZID","3717","ENTREZID"
"7852","ENTREZID","3718","ENTREZID"
"7852","ENTREZID","5747","ENTREZID"
"7852","ENTREZID","5777","ENTREZID"
"7852","ENTREZID","9021","ENTREZID"
"54205","ENTREZID","3312","ENTREZID"
"54205","ENTREZID","3315","ENTREZID"
"54205","ENTREZID","7416","ENTREZID"
"1603","ENTREZID","4170","ENTREZID"
"1634","ENTREZID","1956","ENTREZID"
"1634","ENTREZID","5320","ENTREZID"
"1634","ENTREZID","7040","ENTREZID"
"1634","ENTREZID","7042","ENTREZID"
"1649","ENTREZID","2353","ENTREZID"
"1649","ENTREZID","3725","ENTREZID"
"1649","ENTREZID","3727","ENTREZID"
"1649","ENTREZID","8405","ENTREZID"
"23586","ENTREZID","3661","ENTREZID"
"23586","ENTREZID","9636","ENTREZID"
"23586","ENTREZID","7706","ENTREZID"
"1606","ENTREZID","3558","ENTREZID"
"8526","ENTREZID","10606","ENTREZID"
"1609","ENTREZID","387","ENTREZID"
"8525","ENTREZID","3265","ENTREZID"
"8525","ENTREZID","50855","ENTREZID"
"8525","ENTREZID","5290","ENTREZID"
"8525","ENTREZID","10125","ENTREZID"
"8525","ENTREZID","7428","ENTREZID"
"1719","ENTREZID","4193","ENTREZID"
"1719","ENTREZID","7057","ENTREZID"
"1719","ENTREZID","7157","ENTREZID"
"1729","ENTREZID","387","ENTREZID"
"1737","ENTREZID","5162","ENTREZID"
"1737","ENTREZID","5163","ENTREZID"
"1739","ENTREZID","1742","ENTREZID"
"1739","ENTREZID","2066","ENTREZID"
"1739","ENTREZID","2890","ENTREZID"
"1739","ENTREZID","2903","ENTREZID"
"1739","ENTREZID","2977","ENTREZID"
"1739","ENTREZID","3768","ENTREZID"
"1739","ENTREZID","3759","ENTREZID"
"1739","ENTREZID","3763","ENTREZID"
"1740","ENTREZID","1742","ENTREZID"
"1740","ENTREZID","2066","ENTREZID"
"1740","ENTREZID","2903","ENTREZID"
"1740","ENTREZID","2977","ENTREZID"
"1740","ENTREZID","3768","ENTREZID"
"1740","ENTREZID","4036","ENTREZID"
"1740","ENTREZID","4842","ENTREZID"
"1742","ENTREZID","2064","ENTREZID"
"1742","ENTREZID","2066","ENTREZID"
"1742","ENTREZID","8321","ENTREZID"
"1742","ENTREZID","2535","ENTREZID"
"1742","ENTREZID","8322","ENTREZID"
"1742","ENTREZID","8324","ENTREZID"
"1742","ENTREZID","2891","ENTREZID"
"1742","ENTREZID","2903","ENTREZID"
"1742","ENTREZID","2905","ENTREZID"
"1742","ENTREZID","2977","ENTREZID"
"1742","ENTREZID","3768","ENTREZID"
"1742","ENTREZID","3759","ENTREZID"
"1742","ENTREZID","4036","ENTREZID"
"1742","ENTREZID","4296","ENTREZID"
"1742","ENTREZID","4842","ENTREZID"
"1742","ENTREZID","5578","ENTREZID"
"1742","ENTREZID","2185","ENTREZID"
"10059","ENTREZID","2932","ENTREZID"
"1786","ENTREZID","1788","ENTREZID"
"1786","ENTREZID","3066","ENTREZID"
"1786","ENTREZID","80854","ENTREZID"
"1786","ENTREZID","6667","ENTREZID"
"1786","ENTREZID","6774","ENTREZID"
"1786","ENTREZID","7157","ENTREZID"
"1788","ENTREZID","4609","ENTREZID"
"1788","ENTREZID","8554","ENTREZID"
"1788","ENTREZID","9063","ENTREZID"
"1794","ENTREZID","5062","ENTREZID"
"1794","ENTREZID","5880","ENTREZID"
"1794","ENTREZID","7409","ENTREZID"
"1813","ENTREZID","3760","ENTREZID"
"1813","ENTREZID","3762","ENTREZID"
"1813","ENTREZID","3763","ENTREZID"
"1816","ENTREZID","2768","ENTREZID"
"1816","ENTREZID","10672","ENTREZID"
"1840","ENTREZID","151636","ENTREZID"
"1840","ENTREZID","2885","ENTREZID"
"1840","ENTREZID","83737","ENTREZID"
"1840","ENTREZID","4214","ENTREZID"
"1840","ENTREZID","4851","ENTREZID"
"113878","ENTREZID","2810","ENTREZID"
"1843","ENTREZID","3551","ENTREZID"
"1843","ENTREZID","5594","ENTREZID"
"1843","ENTREZID","5602","ENTREZID"
"1843","ENTREZID","5595","ENTREZID"
"1843","ENTREZID","5599","ENTREZID"
"1843","ENTREZID","5601","ENTREZID"
"1843","ENTREZID","5584","ENTREZID"
"1843","ENTREZID","6502","ENTREZID"
"11221","ENTREZID","5602","ENTREZID"
"11221","ENTREZID","5599","ENTREZID"
"11221","ENTREZID","5601","ENTREZID"
"80824","ENTREZID","5594","ENTREZID"
"80824","ENTREZID","5602","ENTREZID"
"80824","ENTREZID","5599","ENTREZID"
"80824","ENTREZID","9479","ENTREZID"
"80824","ENTREZID","23542","ENTREZID"
"80824","ENTREZID","5601","ENTREZID"
"1845","ENTREZID","1956","ENTREZID"
"1845","ENTREZID","5594","ENTREZID"
"1845","ENTREZID","5595","ENTREZID"
"1846","ENTREZID","5595","ENTREZID"
"1846","ENTREZID","5599","ENTREZID"
"1847","ENTREZID","5595","ENTREZID"
"1848","ENTREZID","5594","ENTREZID"
"1848","ENTREZID","5595","ENTREZID"
"1849","ENTREZID","2690","ENTREZID"
"1856","ENTREZID","4214","ENTREZID"
"1856","ENTREZID","7157","ENTREZID"
"1856","ENTREZID","7186","ENTREZID"
"1856","ENTREZID","7428","ENTREZID"
"1857","ENTREZID","144165","ENTREZID"
"1874","ENTREZID","3398","ENTREZID"
"1874","ENTREZID","5934","ENTREZID"
"1874","ENTREZID","25942","ENTREZID"
"1874","ENTREZID","4088","ENTREZID"
"1875","ENTREZID","5934","ENTREZID"
"51295","ENTREZID","7099","ENTREZID"
"1909","ENTREZID","2767","ENTREZID"
"1938","ENTREZID","7157","ENTREZID"
"29904","ENTREZID","6198","ENTREZID"
"1942","ENTREZID","5473","ENTREZID"
"1950","ENTREZID","1956","ENTREZID"
"1950","ENTREZID","2064","ENTREZID"
"1950","ENTREZID","2065","ENTREZID"
"1950","ENTREZID","9261","ENTREZID"
"1950","ENTREZID","5296","ENTREZID"
"1950","ENTREZID","9252","ENTREZID"
"1950","ENTREZID","7448","ENTREZID"
"1956","ENTREZID","2064","ENTREZID"
"1956","ENTREZID","2065","ENTREZID"
"1956","ENTREZID","2069","ENTREZID"
"1956","ENTREZID","2184","ENTREZID"
"1956","ENTREZID","2335","ENTREZID"
"1956","ENTREZID","2549","ENTREZID"
"1956","ENTREZID","11345","ENTREZID"
"1956","ENTREZID","2805","ENTREZID"
"1956","ENTREZID","2887","ENTREZID"
"1956","ENTREZID","2885","ENTREZID"
"1956","ENTREZID","1839","ENTREZID"
"1956","ENTREZID","3320","ENTREZID"
"1956","ENTREZID","7184","ENTREZID"
"1956","ENTREZID","3312","ENTREZID"
"1956","ENTREZID","3480","ENTREZID"
"1956","ENTREZID","3636","ENTREZID"
"1956","ENTREZID","3717","ENTREZID"
"1956","ENTREZID","7786","ENTREZID"
"1956","ENTREZID","9020","ENTREZID"
"1956","ENTREZID","11184","ENTREZID"
"1956","ENTREZID","4190","ENTREZID"
"1956","ENTREZID","4690","ENTREZID"
"1956","ENTREZID","8440","ENTREZID"
"1956","ENTREZID","3084","ENTREZID"
"1956","ENTREZID","5159","ENTREZID"
"1956","ENTREZID","5338","ENTREZID"
"1956","ENTREZID","5536","ENTREZID"
"1956","ENTREZID","5566","ENTREZID"
"1956","ENTREZID","5573","ENTREZID"
"1956","ENTREZID","5575","ENTREZID"
"1956","ENTREZID","5578","ENTREZID"
"1956","ENTREZID","5747","ENTREZID"
"1956","ENTREZID","2185","ENTREZID"
"1956","ENTREZID","5770","ENTREZID"
"1956","ENTREZID","5781","ENTREZID"
"1956","ENTREZID","5777","ENTREZID"
"1956","ENTREZID","5921","ENTREZID"
"1956","ENTREZID","8737","ENTREZID"
"1956","ENTREZID","8651","ENTREZID"
"1956","ENTREZID","9021","ENTREZID"
"1956","ENTREZID","6654","ENTREZID"
"1956","ENTREZID","6655","ENTREZID"
"1956","ENTREZID","6772","ENTREZID"
"1956","ENTREZID","6774","ENTREZID"
"1956","ENTREZID","6776","ENTREZID"
"1956","ENTREZID","6777","ENTREZID"
"1956","ENTREZID","7039","ENTREZID"
"1956","ENTREZID","7082","ENTREZID"
"1956","ENTREZID","7167","ENTREZID"
"1956","ENTREZID","7168","ENTREZID"
"1956","ENTREZID","7409","ENTREZID"
"1956","ENTREZID","7410","ENTREZID"
"1956","ENTREZID","10451","ENTREZID"
"112398","ENTREZID","112399","ENTREZID"
"112398","ENTREZID","3091","ENTREZID"
"112398","ENTREZID","5430","ENTREZID"
"112399","ENTREZID","3091","ENTREZID"
"1958","ENTREZID","2065","ENTREZID"
"1958","ENTREZID","4772","ENTREZID"
"1958","ENTREZID","5970","ENTREZID"
"1958","ENTREZID","6667","ENTREZID"
"1958","ENTREZID","7157","ENTREZID"
"1977","ENTREZID","1978","ENTREZID"
"9470","ENTREZID","7189","ENTREZID"
"1978","ENTREZID","5520","ENTREZID"
"1994","ENTREZID","5439","ENTREZID"
"1994","ENTREZID","8607","ENTREZID"
"2005","ENTREZID","6722","ENTREZID"
"2023","ENTREZID","9636","ENTREZID"
"2023","ENTREZID","5607","ENTREZID"
"2026","ENTREZID","3098","ENTREZID"
"2026","ENTREZID","6483","ENTREZID"
"5167","ENTREZID","3643","ENTREZID"
"1969","ENTREZID","2885","ENTREZID"
"1969","ENTREZID","5295","ENTREZID"
"1969","ENTREZID","5747","ENTREZID"
"1969","ENTREZID","5781","ENTREZID"
"2056","ENTREZID","2057","ENTREZID"
"2057","ENTREZID","2770","ENTREZID"
"2057","ENTREZID","2885","ENTREZID"
"2057","ENTREZID","8660","ENTREZID"
"2057","ENTREZID","3717","ENTREZID"
"2057","ENTREZID","4067","ENTREZID"
"2057","ENTREZID","5295","ENTREZID"
"2057","ENTREZID","5781","ENTREZID"
"2057","ENTREZID","5777","ENTREZID"
"2057","ENTREZID","8835","ENTREZID"
"2057","ENTREZID","9021","ENTREZID"
"2057","ENTREZID","6776","ENTREZID"
"2057","ENTREZID","6850","ENTREZID"
"2057","ENTREZID","7409","ENTREZID"
"2064","ENTREZID","2065","ENTREZID"
"2064","ENTREZID","2066","ENTREZID"
"2064","ENTREZID","2885","ENTREZID"
"2064","ENTREZID","3320","ENTREZID"
"2064","ENTREZID","7184","ENTREZID"
"2064","ENTREZID","3480","ENTREZID"
"2064","ENTREZID","3572","ENTREZID"
"2064","ENTREZID","3717","ENTREZID"
"2064","ENTREZID","3084","ENTREZID"
"2064","ENTREZID","9180","ENTREZID"
"2064","ENTREZID","5058","ENTREZID"
"2064","ENTREZID","5296","ENTREZID"
"2064","ENTREZID","2185","ENTREZID"
"2064","ENTREZID","5781","ENTREZID"
"2064","ENTREZID","6774","ENTREZID"
"2065","ENTREZID","2885","ENTREZID"
"2065","ENTREZID","3572","ENTREZID"
"2065","ENTREZID","3084","ENTREZID"
"2065","ENTREZID","9542","ENTREZID"
"2065","ENTREZID","5295","ENTREZID"
"2065","ENTREZID","5296","ENTREZID"
"2065","ENTREZID","6184","ENTREZID"
"2066","ENTREZID","2069","ENTREZID"
"2066","ENTREZID","2885","ENTREZID"
"2066","ENTREZID","83737","ENTREZID"
"2066","ENTREZID","4690","ENTREZID"
"2066","ENTREZID","3084","ENTREZID"
"2066","ENTREZID","9542","ENTREZID"
"2066","ENTREZID","5296","ENTREZID"
"2066","ENTREZID","5781","ENTREZID"
"2066","ENTREZID","6776","ENTREZID"
"2066","ENTREZID","10413","ENTREZID"
"2100","ENTREZID","3320","ENTREZID"
"2100","ENTREZID","5594","ENTREZID"
"2100","ENTREZID","5469","ENTREZID"
"2100","ENTREZID","10025","ENTREZID"
"2100","ENTREZID","9440","ENTREZID"
"2100","ENTREZID","9862","ENTREZID"
"2100","ENTREZID","2872","ENTREZID"
"2100","ENTREZID","8648","ENTREZID"
"2100","ENTREZID","10499","ENTREZID"
"2100","ENTREZID","9612","ENTREZID"
"2100","ENTREZID","4793","ENTREZID"
"2100","ENTREZID","9063","ENTREZID"
"2100","ENTREZID","6667","ENTREZID"
"2100","ENTREZID","6776","ENTREZID"
"2100","ENTREZID","10971","ENTREZID"
"23474","ENTREZID","5970","ENTREZID"
"23474","ENTREZID","7157","ENTREZID"
"2113","ENTREZID","2114","ENTREZID"
"2113","ENTREZID","3725","ENTREZID"
"2113","ENTREZID","9611","ENTREZID"
"2113","ENTREZID","51588","ENTREZID"
"2114","ENTREZID","2353","ENTREZID"
"2114","ENTREZID","3725","ENTREZID"
"2114","ENTREZID","9611","ENTREZID"
"23265","ENTREZID","23433","ENTREZID"
"2131","ENTREZID","2132","ENTREZID"
"2132","ENTREZID","11227","ENTREZID"
"2149","ENTREZID","2768","ENTREZID"
"2149","ENTREZID","10672","ENTREZID"
"356","ENTREZID","2335","ENTREZID"
"356","ENTREZID","2885","ENTREZID"
"356","ENTREZID","4067","ENTREZID"
"356","ENTREZID","5599","ENTREZID"
"356","ENTREZID","4316","ENTREZID"
"356","ENTREZID","4690","ENTREZID"
"356","ENTREZID","387","ENTREZID"
"356","ENTREZID","7132","ENTREZID"
"23291","ENTREZID","3454","ENTREZID"
"23291","ENTREZID","4792","ENTREZID"
"23291","ENTREZID","5618","ENTREZID"
"23291","ENTREZID","56475","ENTREZID"
"2207","ENTREZID","6850","ENTREZID"
"2222","ENTREZID","9051","ENTREZID"
"2222","ENTREZID","8607","ENTREZID"
"2224","ENTREZID","2260","ENTREZID"
"2246","ENTREZID","2260","ENTREZID"
"2246","ENTREZID","2263","ENTREZID"
"2246","ENTREZID","2261","ENTREZID"
"2246","ENTREZID","2264","ENTREZID"
"2255","ENTREZID","2263","ENTREZID"
"2257","ENTREZID","23542","ENTREZID"
"2247","ENTREZID","2260","ENTREZID"
"2247","ENTREZID","7448","ENTREZID"
"2252","ENTREZID","2263","ENTREZID"
"2253","ENTREZID","2261","ENTREZID"
"2254","ENTREZID","2261","ENTREZID"
"2260","ENTREZID","10818","ENTREZID"
"2260","ENTREZID","3717","ENTREZID"
"2260","ENTREZID","6774","ENTREZID"
"2263","ENTREZID","3678","ENTREZID"
"2263","ENTREZID","5295","ENTREZID"
"2263","ENTREZID","6774","ENTREZID"
"2263","ENTREZID","6776","ENTREZID"
"2263","ENTREZID","6777","ENTREZID"
"2261","ENTREZID","2885","ENTREZID"
"2261","ENTREZID","3320","ENTREZID"
"2261","ENTREZID","3312","ENTREZID"
"2261","ENTREZID","23649","ENTREZID"
"2261","ENTREZID","25970","ENTREZID"
"2271","ENTREZID","4191","ENTREZID"
"201163","ENTREZID","96459","ENTREZID"
"201163","ENTREZID","5563","ENTREZID"
"2317","ENTREZID","3690","ENTREZID"
"2317","ENTREZID","3694","ENTREZID"
"2317","ENTREZID","5663","ENTREZID"
"2317","ENTREZID","5664","ENTREZID"
"2317","ENTREZID","7253","ENTREZID"
"2318","ENTREZID","3636","ENTREZID"
"2318","ENTREZID","6416","ENTREZID"
"2321","ENTREZID","3791","ENTREZID"
"2321","ENTREZID","5228","ENTREZID"
"2321","ENTREZID","25759","ENTREZID"
"2321","ENTREZID","7423","ENTREZID"
"2324","ENTREZID","2885","ENTREZID"
"2324","ENTREZID","7424","ENTREZID"
"2335","ENTREZID","3678","ENTREZID"
"2335","ENTREZID","3694","ENTREZID"
"2335","ENTREZID","3695","ENTREZID"
"2335","ENTREZID","3371","ENTREZID"
"2335","ENTREZID","7253","ENTREZID"
"2335","ENTREZID","7428","ENTREZID"
"96459","ENTREZID","3320","ENTREZID"
"96459","ENTREZID","5562","ENTREZID"
"96459","ENTREZID","5563","ENTREZID"
"96459","ENTREZID","5564","ENTREZID"
"96459","ENTREZID","5571","ENTREZID"
"2339","ENTREZID","7040","ENTREZID"
"2353","ENTREZID","3725","ENTREZID"
"2353","ENTREZID","3727","ENTREZID"
"2353","ENTREZID","5594","ENTREZID"
"2353","ENTREZID","5598","ENTREZID"
"2353","ENTREZID","8648","ENTREZID"
"2353","ENTREZID","10499","ENTREZID"
"2353","ENTREZID","9612","ENTREZID"
"2353","ENTREZID","5970","ENTREZID"
"2353","ENTREZID","8986","ENTREZID"
"2353","ENTREZID","4088","ENTREZID"
"8061","ENTREZID","3725","ENTREZID"
"2308","ENTREZID","6502","ENTREZID"
"2308","ENTREZID","4088","ENTREZID"
"2308","ENTREZID","4089","ENTREZID"
"2308","ENTREZID","7249","ENTREZID"
"2308","ENTREZID","7532","ENTREZID"
"2308","ENTREZID","7534","ENTREZID"
"2309","ENTREZID","4609","ENTREZID"
"2309","ENTREZID","4086","ENTREZID"
"2309","ENTREZID","4088","ENTREZID"
"2309","ENTREZID","4089","ENTREZID"
"2309","ENTREZID","6789","ENTREZID"
"2309","ENTREZID","7531","ENTREZID"
"2309","ENTREZID","7534","ENTREZID"
"10818","ENTREZID","2885","ENTREZID"
"10818","ENTREZID","3643","ENTREZID"
"10818","ENTREZID","4914","ENTREZID"
"10818","ENTREZID","4916","ENTREZID"
"10818","ENTREZID","5584","ENTREZID"
"10818","ENTREZID","5781","ENTREZID"
"10818","ENTREZID","6654","ENTREZID"
"2492","ENTREZID","2868","ENTREZID"
"2492","ENTREZID","2870","ENTREZID"
"10468","ENTREZID","83729","ENTREZID"
"2526","ENTREZID","9636","ENTREZID"
"5348","ENTREZID","10971","ENTREZID"
"2533","ENTREZID","8631","ENTREZID"
"2533","ENTREZID","7408","ENTREZID"
